Namn,Bilete-bguw,Frå år,Materialar,Materialkommentar,Nasjonalmuseet,Objekt-ID,Produksjonsstad,Produsent,Til år,3D-modell,Estimert vekt (kg),Nasjonalitet,Bilete-URL,Emneord,Erverving,Setehøgde (cm),Stilperiode,Teknikk,Breidde (cm),Datering,Djupn (cm),Høgde (cm),Nemning,Hundreår
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371789/O371789_bguw.png,1760.0,Mahogni,Carved mahogany,https://collections.vam.ac.uk/item/O371789/,O371789,England,ukjent,1775.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371789/O371789.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2019MK5692/full/!800,800/0/default.jpg",,,,,,0.0,1760-1775,0.0,95.9,,1700-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371792/O371792_bguw.png,1760.0,"Bomull, Mahogni","[AI] Mahogni med skåret og gjennomsavet dekor, polstret sete med løst trekk i rutete bomull.",https://collections.vam.ac.uk/item/O371792/,O371792,England,ukjent,1775.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O371792.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2019MK3901/full/full/0/default.jpg,,,,,,0.0,1760-1775,0.0,95.9,,1700-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371791/O371791_bguw.png,1760.0,Mahogni,Skoren mahogni,https://collections.vam.ac.uk/item/O371791/,O371791,England,ukjent,1775.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O371791.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2019MK5682/full/full/0/default.jpg,,,,,,0.0,1760-1775,0.0,95.9,,1700-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O248488/O248488_bguw.png,1750.0,"Mahogni, Plysj","Carved mahogany, with seat upholstered in crimson plush",https://collections.vam.ac.uk/item/O248488/,O248488,Republic of Ireland,ukjent,1775.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O248488/O248488.glb,0.0,,"https://framemark.vam.ac.uk/collections/2018LC0097/full/!800,800/0/default.jpg",,,,,,62.0,1750-1775,58.0,43.0,,1700-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O52888/O52888_bguw.png,1680.0,"Finer, Nøttetre, Tekstil","[AI] Skåret, dreid og finert nøttetre, lenestol med polstret sete trukket med tekstil.",https://collections.vam.ac.uk/item/O52888/,O52888,England,ukjent,1700.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O52888/O52888.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2018KW8394/full/!800,800/0/default.jpg",,,,,,67.5,1680-1700,67.0,46.5,,1600-talet
Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O1343127/O1343127_bguw.png,1872.0,"Fløyel, Mahogni",[AI] Skåret og dreid mahogni med polstret sete og ryggfelt trukket med fløyel.,https://collections.vam.ac.uk/item/O1343127/,O1343127,Vienna,,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O1343127/O1343127.glb,0.0,Austerrike,https://framemark.vam.ac.uk/collections/2016JJ7130/full/full/0/default.jpg,,,,,,0.0,ca.1872,0.0,90.0,,1800-talet
Model 4130,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O119271/O119271_bguw.png,1957.0,"Bøk, Teak",Laminert og formpressa teak og bøk,https://collections.vam.ac.uk/item/O119271/,O119271,Denmark,"Jacobsen, Arne Emil",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O119271/O119271.glb,0.0,Danmark,https://framemark.vam.ac.uk/collections/2006AY3078/full/full/0/default.jpg,,,,,,0.0,1957,0.0,73.5,,1900-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O131744/O131744_bguw.png,1660.0,Eik,"Eik, dreidd og skoren",https://collections.vam.ac.uk/item/O131744/,O131744,England,ukjent,1700.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O131744/O131744.glb,9.0,Storbritannia,https://framemark.vam.ac.uk/collections/2013GP9546/full/full/0/default.jpg,,,,,"Dreiing, Skjæring",48.3,1660-1700,44.0,99.5,,1600-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372242/O372242_bguw.png,1675.0,"Bøk, Rotting","Stained beech, with panels of caning",https://collections.vam.ac.uk/item/O372242/,O372242,England,ukjent,1700.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372242/O372242.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2014HC9430/full/!800,800/0/default.jpg",,,,,,46.0,ca. 1675-1700,52.0,45.0,,1600-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372380/O372380_bguw.png,1770.0,"Hestetagl, Mahogni","Skoren mahogni, med sete polstra i svart hestetagl og tett spikring",https://collections.vam.ac.uk/item/O372380/,O372380,England,ukjent,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372380/O372380.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2025PL0025/full/!800,800/0/default.jpg",,,,,"Polstring, Skjæring, Spikring",55.9,ca. 1770,45.7,98.4,,1700-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O76386/O76386_bguw.png,1880.0,"Rotting, Tre","Wood, partly carved and painted, with caned seat",https://collections.vam.ac.uk/item/O76386/,O76386,Bareilly,ukjent,1890.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O76386.glb,0.0,,https://framemark.vam.ac.uk/collections/2006AN0183/full/full/0/default.jpg,,,,,,47.5,1880-1890,52.0,37.5,,1800-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O157274/O157274_bguw.png,1810.0,Bøk,"Beechwood, stained to imitate rosewood and painted with golden 'grisailles'",https://collections.vam.ac.uk/item/O157274/,O157274,England,unknown,1820.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O157274.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2015HK7733/full/full/0/default.jpg,,,,,,47.0,1810-1820,51.4,85.2,,1800-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O133449/O133449_bguw.png,1660.0,Eik,"Eik, dreidd og skoren",https://collections.vam.ac.uk/item/O133449/,O133449,South Yorkshire,ukjent,1700.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O133449/O133449.glb,0.0,,"https://framemark.vam.ac.uk/collections/2010EM5165/full/!800,800/0/default.jpg",,,,,"Dreiing, Skjæring",46.0,1660-1700,50.0,44.0,,1600-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O131708/O131708_bguw.png,1650.0,Nøttetre,"Nøttetre, dreidd",https://collections.vam.ac.uk/item/O131708/,O131708,England,Unknown,1675.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O131708/O131708.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2013GP9547/full/full/0/default.jpg,,,,,Dreiing,45.7,1650-1675,43.2,85.1,,1600-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O130297/O130297_bguw.png,1850.0,Eik,"Oak, carved and turned",https://collections.vam.ac.uk/item/O130297/,O130297,England,Unknown,1930.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O130297/O130297.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2015HP3660/full/full/0/default.jpg,,,,,,52.0,ca. 1850-1930,47.0,116.0,,1800-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O78950/O78950_bguw.png,1745.0,"Bomull, Bøk, Lin, Nøttetre, Ull","Walnut, veneered on beech; needlework in wool on linen canvas; modern case covers of wool serge, with cotton braid",https://collections.vam.ac.uk/item/O78950/,O78950,Great Britain,Unknown,1765.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O78950.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2006AL6977/full/full/0/default.jpg,,,,,,31.0,1745-1765,0.0,38.0,,1700-talet
"Chair (Street, George Edmund)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O61230/O61230_bguw.png,1882.0,"Eik, Lær","Beisa eik, lærpolstring",https://collections.vam.ac.uk/item/O61230/,O61230,England,"Street, George Edmund",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O61230.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2017JU5287/full/full/0/default.jpg,,,,,,0.0,1882,0.0,92.7,,1800-talet
Chair (Unknown),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O168330/O168330_bguw.png,1780.0,"Bøk, Mahogni, Tre",Carved mahogany with modern beech corner braces; modern chestnut(?) drop-in seat,https://collections.vam.ac.uk/item/O168330/,O168330,Great Britain,Unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O168330.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2014HD2108/full/full/0/default.jpg,,,,,,53.0,c. 1780,53.5,94.0,,1700-talet
Chair (bruce talbert),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O61469/O61469_bguw.png,1865.0,"Eik, Lær, Messing","[AI] Profilert og skåret eik med malte dekorfelt. Polstret sete og rygg trukket med lær, festet med messingsøm. Ben med hjul i messing.",https://collections.vam.ac.uk/item/O61469/,O61469,Great Britain,bruce talbert,1870.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O61469/O61469.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2018KX0657/full/!800,800/0/default.jpg",,,,,,46.5,1865-1870,48.5,95.5,,1800-talet
Chair (Greene and Greene),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O321659/O321659_bguw.png,1907.0,"Eik, Lær, Perlemor","[AI] Mørkbeiset eik med skåret dekor og innlegg av perlemor, polstret sete trukket med lær.",https://collections.vam.ac.uk/item/O321659/,O321659,United States,Greene and Greene,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O321659.glb,0.0,Anna,https://framemark.vam.ac.uk/collections/2006AV4430/full/full/0/default.jpg,,,,,,0.0,1907,0.0,82.6,,1900-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O181599/O181599_bguw.png,1845.0,"Tekstil, Tre","Turned and stained wood, cloth",https://collections.vam.ac.uk/item/O181599/,O181599,England,unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O181599.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2017KE3316/full/full/0/default.jpg,,,,,,28.5,1845-55,33.0,54.8,,1800-talet
"Chair (Carter, Ronald)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O130645/O130645_bguw.png,1985.0,Ask,Ash,https://collections.vam.ac.uk/item/O130645/,O130645,Winkworth,"Carter, Ronald",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O130645/O130645.glb,0.0,,https://framemark.vam.ac.uk/collections/2008BT7467/full/full/0/default.jpg,,,,,,0.0,ca. 1985,0.0,81.5,,1900-talet
"Chair (Saint-Georges, Jean-Etienne)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O94095/O94095_bguw.png,1775.0,Bøk,Måla bøk (med fleire ulike dekorative skjema lagde oppå kvarandre),https://collections.vam.ac.uk/item/O94095/,O94095,Paris,"Saint-Georges, Jean-Etienne",1790.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O94095.glb,0.0,Frankrike,https://framemark.vam.ac.uk/collections/2006BB1302/full/full/0/default.jpg,,,,,,43.0,ca. 1775-1790,46.0,91.0,,1700-talet
Chair (Thomas Chippendale Senior),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O70668/O70668_bguw.png,1755.0,"Bjørk, Mahogni, Silke","Skoren mahogni, bjørk(?). Bakre seteskinne er forsterka med eit ekstra trestykke. Det er fire nye hjørneklossar som er skrudde inn. Fram- og bakbein er samanføygde med sprosser og tverrsprosse. Erstatta toppdekke i grøn silkedamask, kanta med flette",https://collections.vam.ac.uk/item/O70668/,O70668,England,Thomas Chippendale Senior,1770.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O70668.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2013GP9542/full/full/0/default.jpg,,,,,"Polstring, Samanføying, Skjæring, Skruing",59.0,ca. 1755-1770,56.5,94.5,,1700-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372207/O372207_bguw.png,1750.0,"Mahogni, Messing, Silke","[AI] Polert mahogni med skåret dekor i form av rokailler, volutter og bladverk. Polstret sete og rygg trukket med mønstret silke, kantet med messingsøm.",https://collections.vam.ac.uk/item/O372207/,O372207,England,ukjent,1755.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O372207.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2012FR9593/full/full/0/default.jpg,,,,,,66.0,1750-1755,76.2,95.3,,1700-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O52894/O52894_bguw.png,1720.0,"Lær, Nøttetre","Skore og profilerte nøttetre, trekt med lær festa med tett spikring",https://collections.vam.ac.uk/item/O52894/,O52894,England,ukjent,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O52894.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2006AC5736/full/full/0/default.jpg,,,,,"Polstring, Skjæring, Spikring",37.0,ca. 1720,36.0,40.8,,1700-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O81290/O81290_bguw.png,1860.0,"Mahogni, Tekstil",Skoren mahogni. Setet trekt i gros point-broderi.,https://collections.vam.ac.uk/item/O81290/,O81290,England,ukjent,1890.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O81290.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2012FU8994/full/!800,800/0/default.jpg",,,,,,0.0,1860-1890,0.0,95.9,,1800-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371698/O371698_bguw.png,1760.0,"Hestetagl, Mahogni, Messing, Skinn, Strie","[AI] Skåret mahogni med gjennombrutt ryggdekor. Polstret sete trukket med skinn, stoppet med hestetagl og strie. Forben med hjul i messing.",https://collections.vam.ac.uk/item/O371698/,O371698,England,Unknown,1780.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O371698.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2018KW9943/full/full/0/default.jpg,,,,,,0.0,1760-1780,0.0,96.5,,1700-talet
Chair (William Jones),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O130479/O130479_bguw.png,1913.0,"Nøttetre, Perlemor",Valnøtt med perlemorinnlegg,https://collections.vam.ac.uk/item/O130479/,O130479,England,William Jones,1914.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O130479/O130479.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006AF4682/full/!800,800/0/default.jpg",,,,,,51.0,1913-1914,56.0,47.5,,1900-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O170138/O170138_bguw.png,1670.0,Nøttetre,Dreidde og skore nøttetre,https://collections.vam.ac.uk/item/O170138/,O170138,France,Unknown,1680.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O170138.glb,0.0,Frankrike,https://framemark.vam.ac.uk/collections/2021NB0646/full/full/0/default.jpg,,,,,"Dreiing, Skjæring",50.8,ca. 1670-1680,57.2,118.7,,1600-talet
MAMMUT,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O1655882/O1655882_bguw.png,1999.0,Polypropylen,Polypropylene plastic,https://collections.vam.ac.uk/item/O1655882/,O1655882,Sweden,"Kjelstrup, Morten",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O1655882.glb,0.0,Sverige,https://framemark.vam.ac.uk/collections/2023NR3823/full/full/0/default.jpg,,,,,,0.0,1999,0.0,30.0,,1900-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O53119/O53119_bguw.png,1740.0,"Nøttetre, Tekstil",[AI] Skåret nøttetre med polstret sete trukket med tekstil.,https://collections.vam.ac.uk/item/O53119/,O53119,England,ukjent,1770.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O53119/O53119.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2019LX7728/full/!800,800/0/default.jpg",,,,,,63.5,1740-1770,64.5,98.5,,1700-talet
Tripp Trapp,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O21623/O21623_bguw.png,1972.0,Bøk,Varnished beechwood,https://collections.vam.ac.uk/item/O21623/,O21623,Norway,"Opsvik, Peter",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O21623.glb,7.0,Noreg,https://framemark.vam.ac.uk/collections/2006AM2224/full/full/0/default.jpg,,,,,,0.0,1972,0.0,2.5,,1900-talet
Sgabello chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O130101/O130101_bguw.png,1560.0,Nøttetre,"Nøttetre, skore og delvis forgylt",https://collections.vam.ac.uk/item/O130101/,O130101,Venice,Unknown,1600.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O130101/O130101.glb,0.0,Italia,https://framemark.vam.ac.uk/collections/2008BT6408/full/full/0/default.jpg,,,,,Skjæring,54.0,1560-1600,54.0,121.5,,1600-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O134558/O134558_bguw.png,1600.0,Nøttetre,Skore og samanføygde nøttetre med marketeridekor,https://collections.vam.ac.uk/item/O134558/,O134558,Italy,ukjent,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O134558/O134558.glb,0.0,Italia,"https://framemark.vam.ac.uk/collections/2018KW9926/full/!800,800/0/default.jpg",,,,,"Innfelling, Samanføying, Skjæring",55.2,ca. 1600,38.1,138.4,,1600-talet
"Chair (Gimson, Ernest William)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O130378/O130378_bguw.png,1891.0,"Mahogni, Strå",Mahogni med sivsete,https://collections.vam.ac.uk/item/O130378/,O130378,London,"Gimson, Ernest William",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O130378/O130378.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2006BF4520/full/full/0/default.jpg,,,,,,49.0,1891,40.0,100.0,,1800-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O109522/O109522_bguw.png,1665.0,Eik,[AI] Skåret og dreid eik.,https://collections.vam.ac.uk/item/O109522/,O109522,England,Unknown,1670.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O109522/O109522.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2014HB8378/full/full/0/default.jpg,,,,,,49.5,1665-1670,47.0,102.0,,1600-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O76439/O76439_bguw.png,1870.0,"Tekstil, Tre","Carved and pierced blackwood, with later upholstery",https://collections.vam.ac.uk/item/O76439/,O76439,Bombay Presidency,Unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O76439.glb,0.0,,https://framemark.vam.ac.uk/collections/2012FK6251/full/full/0/default.jpg,,,,,,51.0,ca. 1870,72.0,42.0,,1800-talet
"Chair (Rietveld, Gerrit Thomas)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O115798/O115798_bguw.png,1927.0,"Kryssfiner, Stål","Kryssfiner, måla; røyrstål, måla",https://collections.vam.ac.uk/item/O115798/,O115798,Netherlands,"Rietveld, Gerrit Thomas",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O115798.glb,0.0,Nederland,https://framemark.vam.ac.uk/collections/2006AB2607/full/full/0/default.jpg,,,,,,40.0,1927,59.3,43.2,,1900-talet
Chair (A.W. Pugin),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O117270/O117270_bguw.png,1850.0,"Eik, Lær, Messing","[AI] Fernissert eik med polstret sete og rygg trukket med lær, festet med dekorativ messingsøm.",https://collections.vam.ac.uk/item/O117270/,O117270,Great Britain,A.W. Pugin,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O117270/O117270.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2016JA4035/full/!800,800/0/default.jpg",,,,,,47.0,ca. 1850,48.0,89.0,,1800-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372314/O372314_bguw.png,1780.0,Mahogni,Mahogany with carved decoration,https://collections.vam.ac.uk/item/O372314/,O372314,Great Britain,unknown,1800.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O372314.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2017JV3226/full/full/0/default.jpg,,,,,,52.0,1780-1800,50.5,93.0,,1700-talet
Hall chair (Julius Yacoby),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O117703/O117703_bguw.png,1867.0,Mahogni,"Mahogni, skoren og dreidd",https://collections.vam.ac.uk/item/O117703/,O117703,Berlin (city),Julius Yacoby,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O117703/O117703.glb,0.0,,https://framemark.vam.ac.uk/collections/2011EY5835/full/full/0/default.jpg,,,,,,49.0,ca. 1867,53.0,109.0,,1800-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O93886/O93886_bguw.png,1860.0,"Ask, Bøk, Jern","Beech, with an ash seat and cast iron fittings",https://collections.vam.ac.uk/item/O93886/,O93886,Great Britain,Unknown,1875.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O93886.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2006AR1082/full/full/0/default.jpg,,,,,,0.0,1860-1875,0.0,78.0,,1800-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O368916/O368916_bguw.png,1660.0,"Lin, Nøttetre, Tekstil","Nøttetre, dreidd og polstra med linfôra broderi",https://collections.vam.ac.uk/item/O368916/,O368916,England,Unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368916.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2012FE3079/full/full/0/default.jpg,,,,,"Dreiing, Polstring",53.5,ca. 1660,55.0,95.0,,1600-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O235567/O235567_bguw.png,1830.0,"Nøttetre, Rotting, Tekstil",Carved walnut with caned back and upholstered seat,https://collections.vam.ac.uk/item/O235567/,O235567,Netherlands,unknown,1855.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O235567.glb,0.0,Nederland,https://framemark.vam.ac.uk/collections/2017KD2586/full/full/0/default.jpg,,,,,,50.0,1830-1855,0.0,106.7,,1800-talet
Chair No. 300,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O144286/O144286_bguw.png,1948.0,"Jern, Kryssfiner","Bent tubular iron, lacquered plywood",https://collections.vam.ac.uk/item/O144286/,O144286,Nancy,"Prouvé, Jean",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O144286/O144286.glb,0.0,,https://framemark.vam.ac.uk/collections/2006BD0048/full/full/0/default.jpg,,,,,,41.0,1948,47.0,47.5,,1900-talet
"Chair (Magistretti, Vico)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371742/O371742_bguw.png,1977.0,"Metall, Skumplast",Metall og skum,https://collections.vam.ac.uk/item/O371742/,O371742,Italy,"Magistretti, Vico",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O371742.glb,0.0,Italia,https://framemark.vam.ac.uk/collections/2015HU7411/full/full/0/default.jpg,,,,,,0.0,1977-9,0.0,85.0,,1900-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O368902/O368902_bguw.png,1760.0,"Mahogni, Tekstil","Mahogany, carved; tapestry style fabric seat cover",https://collections.vam.ac.uk/item/O368902/,O368902,England,unknown,1770.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368902.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2016JL2914/full/full/0/default.jpg,,,,,,56.0,1760-1770,57.2,100.3,,1700-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372313/O372313_bguw.png,1795.0,"Hestetagl, Mahogni","Skoren mahogni, med polstring trekt med hestetagl",https://collections.vam.ac.uk/item/O372313/,O372313,Britain,ukjent,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O372313.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2010EE6419/full/full/0/default.jpg,,,,,"Polstring, Skjæring",52.5,c. 1795,51.0,89.5,,1700-talet
Kumu,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O1604206/O1604206_bguw.png,2021.0,"Bjørk, Eik, Kryssfiner","The chair is a composite of seven separate CNC cut components fixed by dry-locking joints. It is made from a single piece of birch plywood, with a thin outer layer of white American oak. The surface is unadorned, save for being treated with a hard wax oil.",https://collections.vam.ac.uk/item/O1604206/,O1604206,London,Unto This Last,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O1604206.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2022ND5308/full/full/0/default.jpg,,,,,,0.0,2021,0.0,44.0,,2000-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O70674/O70674_bguw.png,1840.0,"Mahogni, Tekstil","Mahogni, skoren, med polstra sete.",https://collections.vam.ac.uk/item/O70674/,O70674,England,ukjent,1870.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O70674/O70674.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2014HA4866/full/!800,800/0/default.jpg",,,,,,54.5,1840-1870,54.0,96.0,,1800-talet
