Namn,Bilete-bguw,Frå år,Materialar,Materialkommentar,Nasjonalmuseet,Objekt-ID,Produksjonsstad,Produsent,Til år,3D-modell,Estimert vekt (kg),Nasjonalitet,Bilete-URL,Emneord,Erverving,Setehøgde (cm),Stilperiode,Teknikk,Breidde (cm),Datering,Djupn (cm),Høgde (cm),Nemning,Hundreår,Sphericity (mesh),Fill-ratio (mesh),Inertia-ratio (mesh),"Kompleksitet (mesh, log10 v/a)",Konveks hylster-volum (m³)
Entas chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O67111_bguw.png,1931.0,"Kryssfiner, Plast, Stål","Stålrøyr dekt med plast; sete, rygg og armlene av kryssfiner",https://collections.vam.ac.uk/item/O67111/,O67111,France,"Goldfinger, Ernö",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O67111.glb,0.0,Frankrike,"https://framemark.vam.ac.uk/collections/2006AX7623/full/!800,800/0/default.jpg",,,,Art Deco / Tidleg modernisme,,53.0,1931,53.0,80.5,Stol,1900-talet,0.8466565100983556,0.7169327407584845,0.5853447720909182,5.477658325326119,0.1565812359644484
"Stool (Goldfinger, Ernö)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O67147_bguw.png,1935.0,"Lær, Lønn",Maple with white leather upholstery,https://collections.vam.ac.uk/item/O67147/,O67147,London,"Goldfinger, Ernö",1936.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O67147.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006BC3075/full/!800,800/0/default.jpg",,,,Art Deco / Tidleg modernisme,,62.0,1935-1936,39.0,40.0,Krakk,1900-talet,0.8355444347849288,0.8666891382727762,0.6171939245418077,5.701101295111269,0.0842829306086162
Entas,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O67165_bguw.png,1931.0,"Kryssfiner, Plast, Stål","Stålrøyr, dekt med svart plast, med sete og rygg av kryssfiner",https://collections.vam.ac.uk/item/O67165/,O67165,France,"Goldfinger, Ernö",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O67165.glb,0.0,Frankrike,"https://framemark.vam.ac.uk/collections/2006AF5010/full/!800,800/0/default.jpg",,,,Art Deco / Tidleg modernisme,,56.0,1931,61.0,80.0,Stol,1900-talet,0.8301604330181676,0.6451328937350544,0.5602759951763537,5.483705376725395,0.1449744905453202
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O68464_bguw.png,1870.0,"Rotting, Tre","Måla og fernissert tre, med fletta sete",https://collections.vam.ac.uk/item/O68464/,O68464,Srinagar,ukjent,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O68464.glb,0.0,Anna,"https://framemark.vam.ac.uk/collections/2012FV1741/full/!800,800/0/default.jpg",,,,Viktorianisme,,61.3,ca. 1870,63.4,46.5,Stol,1800-talet,0.8300492889978999,0.6435219810596282,0.5342738828863732,5.909182145077713,0.0289652778457421
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O69136_bguw.png,1800.0,"Bøk, Mahogni, Tekstil","Mahogni, massiv og finert på bøk, med moderne polstring",https://collections.vam.ac.uk/item/O69136/,O69136,Paris,ukjent,1815.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O69136.glb,0.0,Frankrike,"https://framemark.vam.ac.uk/collections/2010EE7221/full/!800,800/0/default.jpg",,,,Empire,"Finering, Polstring",50.0,1800-1815,40.5,80.0,Stol,1800-talet,0.8131082700039981,0.6376691113212215,0.4829451841169243,5.459533760697421,0.1262965589626139
High chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O69207_bguw.png,1880.0,Tre,Fernissert tre,https://collections.vam.ac.uk/item/O69207/,O69207,Great Britain,ukjent,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O69207.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006AU3568/full/!800,800/0/default.jpg",,,,Viktorianisme,,45.5,1880,45.0,92.8,Barnestol,1800-talet,0.7939974586109981,0.6578896126885129,0.3699817167398254,5.344449940003438,0.1210162123530368
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O70220_bguw.png,1550.0,Tre,Huali-tre,https://collections.vam.ac.uk/item/O70220/,O70220,China,ukjent,1650.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O70220.glb,0.0,Anna,"https://framemark.vam.ac.uk/collections/2006AX3866/full/!800,800/0/default.jpg",,,,Barokk,,0.0,ca. 1550-1650,0.0,50.0,Stol,1600-talet,0.8094839056570216,0.7509274075214777,0.5273280173188984,5.846730411336973,0.0295799603789498
"Armchair (Churba, Alberto)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O70648_bguw.png,1970.0,"Lær, Tre",Forma laminert treramme; lærtrukken pute.,https://collections.vam.ac.uk/item/O70648/,O70648,Argentina,"Churba, Alberto",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O70648.glb,0.0,,https://framemark.vam.ac.uk/collections/2018KX6169/full/full/0/default.jpg,,,,Postmodernisme,"Laminering, Polstring",70.5,1970,70.0,32.2,Armstol,1900-talet,0.839407916388586,0.8358131480088885,0.7629142174874869,6.2239020024769,0.017329317659507
Chair (Thomas Chippendale Senior),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O70654_bguw.png,1755.0,Mahogni,"Skoren mahogni, med moderne polstring",https://collections.vam.ac.uk/item/O70654/,O70654,England,Thomas Chippendale Senior,1770.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O70654.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2006AM9437/full/full/0/default.jpg,,,,Chippendale / Rokokko,"Polstring, Skjæring",59.0,ca. 1755-1770,56.5,94.5,Stol,1700-talet,0.7871905202824088,0.6599434833774351,0.4356981601803069,5.302182372977016,0.1562318292642568
Chair (Thomas Chippendale Senior),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O70665_bguw.png,1755.0,"Bjørk, Mahogni",Carved mahogany; birch(?),https://collections.vam.ac.uk/item/O70665/,O70665,England,Thomas Chippendale Senior,1770.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O70665.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2013GP9557/full/full/0/default.jpg,,,,Chippendale / Rokokko,,59.0,ca. 1755-1770,56.5,94.5,Stol,1700-talet,0.7840338434935271,0.6409552062429267,0.5278450368471165,5.290702377198395,0.1842931673663297
Chair (Thomas Chippendale Senior),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O70668_bguw.png,1755.0,"Bjørk, Mahogni, Silke","Skoren mahogni, bjørk(?). Bakre seteskinne er forsterka med eit ekstra trestykke. Det er fire nye hjørneklossar som er skrudde inn. Fram- og bakbein er samanføygde med sprosser og tverrsprosse. Erstatta toppdekke i grøn silkedamask, kanta med flette",https://collections.vam.ac.uk/item/O70668/,O70668,England,Thomas Chippendale Senior,1770.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O70668.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2013GP9542/full/full/0/default.jpg,,,,Chippendale / Rokokko,"Polstring, Samanføying, Skjæring, Skruing",59.0,ca. 1755-1770,56.5,94.5,Stol,1700-talet,0.7965694180720538,0.6103588385507457,0.5530722378819417,5.290526361196598,0.2017168790310158
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O70674_bguw.png,1840.0,"Mahogni, Tekstil","Mahogni, skoren, med polstra sete.",https://collections.vam.ac.uk/item/O70674/,O70674,England,ukjent,1870.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O70674.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2014HA4866/full/!800,800/0/default.jpg",,,,Historisme,,54.5,1840-1870,54.0,96.0,Stol,1800-talet,0.7748073166902872,0.6469691286139149,0.4705205748484365,5.275620005728725,0.1649049358236328
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O70676_bguw.png,1750.0,"Bøk, Mahogni, Tekstil","Mahogni, massivt og delvis finert på bøk, med polstra sete",https://collections.vam.ac.uk/item/O70676/,O70676,England,ukjent,1775.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O70676.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2012FP9114/full/!800,800/0/default.jpg",,,,Nyklassisisme,"Finering, Polstring",0.0,1750-1775,0.0,0.0,Stol,1700-talet,0.7934588288642132,0.6524174407427965,0.5284436379899774,5.280341922892538,0.2062645305606543
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O70723_bguw.png,1763.0,"Lær, Mahogni","Skoren mahogni, lærpolstring",https://collections.vam.ac.uk/item/O70723/,O70723,London,ukjent,1763.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O70723.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006AF5022/full/!800,800/0/default.jpg",,,,Nyklassisisme,,58.0,1763,54.5,36.0,Stol,1700-talet,0.7900326993291656,0.6727287457564595,0.5673030691795868,6.125122047927921,0.0112178010210414
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O70725_bguw.png,1755.0,"Lær, Mahogni",Skoren mahogni med lærpolstring,https://collections.vam.ac.uk/item/O70725/,O70725,London,ukjent,1775.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O70725.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006AF5023/full/!800,800/0/default.jpg",,,,Nyklassisisme,"Polstring, Skjæring",58.0,1755-1775,54.0,36.0,Stol,1700-talet,0.796391793149322,0.6685301229275725,0.5715495841430019,6.12307546459429,0.0112716938069611
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O70726_bguw.png,1755.0,"Lær, Mahogni",Skoren mahogni med lærpolstring,https://collections.vam.ac.uk/item/O70726/,O70726,London,ukjent,1775.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O70726.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006AF5112/full/!800,800/0/default.jpg",,,,Nyklassisisme,"Polstring, Skjæring",50.85,1755-1775,50.6,36.0,Stol,1700-talet,0.788320896103912,0.6791782004961159,0.5541580197480911,6.124306967420686,0.0107804290541067
Short Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O70961_bguw.png,1936.0,"Bjørk, Finer, Kryssfiner","Laminert bjørk, zebrano-finer, formpressa kryssfiner",https://collections.vam.ac.uk/item/O70961/,O70961,London,"Breuer, Marcel Lajos",,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O70961.glb,,Storbritannia,"https://framemark.vam.ac.uk/collections/2016JJ7766/full/!800,800/0/default.jpg",,,,Bauhaus,,82.0,1936,62.5,79.0,Stol,1900-talet,0.819586981156337,0.3653453206371275,0.557422173074708,5.516695960837208,0.1878310943538576
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O70974_bguw.png,1800.0,"Bøk, Mahogni, Tekstil","Mahogni, massiv og finert på bøk, med moderne polstring",https://collections.vam.ac.uk/item/O70974/,O70974,Paris,ukjent,1815.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O70974.glb,0.0,Frankrike,"https://framemark.vam.ac.uk/collections/2017JU2341/full/!800,800/0/default.jpg",,,,Empire,"Finering, Polstring",50.0,1800-1815,40.5,80.0,Stol,1800-talet,0.8226099262960257,0.7407655595150214,0.5291193818998832,5.454656063070581,0.1460814697870536
Universale,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O70990_bguw.png,1965.0,"Plast, Polypropylen","[AI] Støpt plast med glatt overflate, utført med integrert rygg og sete, samt separate benmoduler.",https://collections.vam.ac.uk/item/O70990/,O70990,Milan,"Colombo, Joe",1967.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O70990.glb,0.0,Italia,"https://framemark.vam.ac.uk/collections/2006AT2686/full/!800,800/0/default.jpg",,,,Pop / Plastisk modernisme,,43.5,1965 - 1967,43.5,43.5,Stol,1900-talet,0.811416291385615,0.6798009954588508,0.5608695483565485,5.972143747620215,0.0207600172667799
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O71057_bguw.png,1760.0,"Fløyel, Palisander","Rosentre, skore og dreidde, med seinare fløyelssete",https://collections.vam.ac.uk/item/O71057/,O71057,Goa,ukjent,1770.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O71057.glb,0.0,,"https://framemark.vam.ac.uk/collections/2006AN0338/full/!800,800/0/default.jpg",,,,Nyklassisisme,,84.0,1760-1770,67.0,45.0,Stol,1700-talet,0.8195922053174991,0.7060347301269054,0.4075165995486816,5.422204576240289,0.1135904357441675
Armchairs,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O71093_bguw.png,1780.0,"Rotting, Tre","Tre med elfenbeinsfinér, med fletta rottingsete",https://collections.vam.ac.uk/item/O71093/,O71093,Murshidabad,ukjent,1790.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O71093.glb,0.0,,"https://framemark.vam.ac.uk/collections/2006AN0389/full/!800,800/0/default.jpg",,,,Nyklassisisme,"Finering, Fletting",56.0,1780-1790,58.0,44.0,Armstol,1700-talet,0.8456341800176993,0.6715821868899847,0.4763872122134806,5.969256316364828,0.0169379268905869
Throne (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O71106_bguw.png,1810.0,Marmor,Carved and pierced marble,https://collections.vam.ac.uk/item/O71106/,O71106,Delhi (City),Unknown,1810.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O71106.glb,0.0,,https://framemark.vam.ac.uk/collections/2006AL2648/full/full/0/default.jpg,,,,Empire,,62.5,1810,53.0,98.0,Stol,1800-talet,0.7894495862433993,0.7773115631903361,0.4636927515773205,5.266432756558614,0.17725883371573
"Sofa (Morrison, Jasper)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O71108_bguw.png,1988.0,"Aluminium, Bomull, Bøk, Lin, Skumplast, Stål",Cotton and linen upholstery over foam and steel springs with a beechwood frame and cast aluminium feet,https://collections.vam.ac.uk/item/O71108/,O71108,London,"Morrison, Jasper",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O71108.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006AU6579/full/!800,800/0/default.jpg",,,,Postmodernisme,,215.0,1988,70.0,83.0,Stol,1900-talet,0.754362891492035,0.917866407571729,0.1860691951565529,4.474321968896431,1.2580812205902507
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O71114_bguw.png,1820.0,"Emalje, Palisander, Sølv","Rosentre, delvis skore og dekt med sølvplater, delvis forgylta, med emaljefelt",https://collections.vam.ac.uk/item/O71114/,O71114,Lucknow,ukjent,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O71114.glb,0.0,,"https://framemark.vam.ac.uk/collections/2006AT0491/full/!800,800/0/default.jpg",,,,Empire,,51.0,ca. 1820,68.0,93.0,Armstol,1800-talet,0.8122228858643213,0.6634945813214469,0.5923644114419614,5.311534823835633,0.2883032775783612
Arm-chair (ca. 1855),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O71146_bguw.png,1855.0,"Fløyel, Ibenholt","Ibenholt, elfenbein, raud fløyel",https://collections.vam.ac.uk/item/O71146/,O71146,Brahmapur,ukjent,,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O71146.glb,,,https://framemark.vam.ac.uk/collections/2006AT9900/full/full/0/default.jpg,,,,Historisme,Polstring,60.0,ca. 1855,51.5,44.0,Stol,1800-talet,0.8273193715682136,0.5124724549870899,0.4689695766277513,5.975692563701143,0.0168065551123257
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O71152_bguw.png,1855.0,"Fløyel, Ibenholt","Ibenholt, innlagt og montert med elfenbein, med raud fløyelspolstring",https://collections.vam.ac.uk/item/O71152/,O71152,Brahmapur,Unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O71152.glb,0.0,,https://framemark.vam.ac.uk/collections/2006AN0387/full/full/0/default.jpg,,,,Historisme,,60.0,ca. 1855,51.5,44.0,Stol,1800-talet,0.7244298129562042,0.6547414737749672,0.468493910670714,5.923863125630905,0.0245196752689607
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O71460_bguw.png,1690.0,"Ibenholt, Rotting","Ibenholt, skore og dreidd. Laussete har ny spanskrøyrfletting",https://collections.vam.ac.uk/item/O71460/,O71460,Coromandel Coast,ukjent,1690.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O71460.glb,0.0,,"https://framemark.vam.ac.uk/collections/2006AM9033/full/!800,800/0/default.jpg",,,,Barokk,"Dreiing, Fletting, Skjæring",48.3,1690,47.0,48.0,Stol,1600-talet,0.7734946928538324,0.648007146192959,0.3982693021254474,5.897012254008834,0.0217673944909719
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O71484_bguw.png,1700.0,Tre,Hongmu-tre,https://collections.vam.ac.uk/item/O71484/,O71484,China,ukjent,1750.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O71484.glb,0.0,Anna,"https://framemark.vam.ac.uk/collections/2006AX3865/full/!800,800/0/default.jpg",,,,Rokokko,,0.0,ca. 1700-1750,0.0,57.0,Armstol,1700-talet,0.7839012017427166,0.7233270737391404,0.4087338257531587,5.738640973017724,0.0320109441206253
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O71485_bguw.png,1550.0,Tre,Huali-tre,https://collections.vam.ac.uk/item/O71485/,O71485,China,Unknown,1650.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O71485.glb,0.0,Anna,https://framemark.vam.ac.uk/collections/2006AV0942/full/full/0/default.jpg,,,,Barokk,,0.0,ca. 1550-1650,0.0,50.5,Armstol,1600-talet,0.8274361458314858,0.6820756811802949,0.5612783952016991,5.839378969956091,0.0353146781250232
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O71487_bguw.png,1700.0,Tre,"Tre, lakkert og forgylt",https://collections.vam.ac.uk/item/O71487/,O71487,China,ukjent,1780.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O71487.glb,0.0,Anna,"https://framemark.vam.ac.uk/collections/2012FG7427/full/!800,800/0/default.jpg",,,,Rokokko,Lakkering,0.0,ca. 1700-1780,0.0,53.5,Stol,1700-talet,0.8078862181393108,0.7646082199346294,0.4803809176622894,5.803764838491974,0.0340336557057162
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O71488_bguw.png,1730.0,Tre,"Tre, lakkert og forgylt",https://collections.vam.ac.uk/item/O71488/,O71488,China,ukjent,1800.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O71488.glb,0.0,Anna,"https://framemark.vam.ac.uk/collections/2006AV1185/full/!800,800/0/default.jpg",,,,Nyklassisisme,Lakkering,0.0,ca. 1730-1800,0.0,51.5,Armstol,1700-talet,0.8089147272420524,0.7468473314430747,0.5665210085851645,5.807330939268426,0.0368853803939086
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O71491_bguw.png,1880.0,Tre,"Tre, lakkert og skore",https://collections.vam.ac.uk/item/O71491/,O71491,China,ukjent,1910.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O71491.glb,0.0,Anna,"https://framemark.vam.ac.uk/collections/2006AV1035/full/!800,800/0/default.jpg",,,,Viktorianisme,,0.0,ca. 1880-1910,0.0,46.5,Armstol,1800-talet,0.7893930092531409,0.7859876166724983,0.4788450556507772,5.8834477162667085,0.0226985405821173
"Armchair (Demay, Jean-Baptiste Bernard)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O71524_bguw.png,1805.0,"Bøk, Mahogni, Tekstil",Skåren mahogni med bøkeseterammar; polstert,https://collections.vam.ac.uk/item/O71524/,O71524,Paris,"Demay, Jean-Baptiste Bernard",1810.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O71524.glb,0.0,Frankrike,"https://framemark.vam.ac.uk/collections/2006BF2520/full/!800,800/0/default.jpg",,,,Empire,"Polstring, Skjæring",74.0,1805-1810,62.0,94.0,Armstol,1800-talet,0.8205886847440158,0.7268318669797729,0.7090188819296779,5.292906428098443,0.3084166114334244
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O72524_bguw.png,0.0,"Eik, Strå","Eik, med sete av sivfletting",https://collections.vam.ac.uk/item/O72524/,O72524,England,ukjent,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O72524.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006AR1083/full/!800,800/0/default.jpg",,,,,Fletting,41.0,late 19th century,44.0,80.4,Stol,,0.7955006957442665,0.7078341849900881,0.4317448813499037,5.459261306471336,0.097186316768871
Ply-Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O72604_bguw.png,1989.0,"Bjørk, Finer, Kryssfiner","Laminert kryssfiner, bjørkefiner på overflata",https://collections.vam.ac.uk/item/O72604/,O72604,Great Britain,"Morrison, Jasper",,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O72604.glb,,Storbritannia,"https://framemark.vam.ac.uk/collections/2012FN4906/full/!800,800/0/default.jpg",,,,Postmodernisme,,39.4,1989,46.5,84.0,Stol,1900-talet,0.7836668743377244,0.7563273886544276,0.4440121961703074,5.352349758791183,0.1151010406044704
"Bench (Paley, Albert)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O72634_bguw.png,1994.0,"Mahogni, Stål","Mjukstål, smidd og fabrikkert, med sete av honduransk mahogni innarbeidd med gullstøv.",https://collections.vam.ac.uk/item/O72634/,O72634,Rochester (New York),"Paley, Albert",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O72634.glb,0.0,Anna,https://framemark.vam.ac.uk/collections/2024NW9207/full/full/0/default.jpg,,,,Postmodernisme,,66.0,1994,0.0,7.6,Benkestol,1900-talet,,,,,
"Armchair (Demay, Jean-Baptiste Bernard)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O72638_bguw.png,1805.0,"Bøk, Mahogni, Tekstil",Skåren mahogni med bøkeseterammar; polstert,https://collections.vam.ac.uk/item/O72638/,O72638,Paris,"Demay, Jean-Baptiste Bernard",1810.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O72638.glb,0.0,Frankrike,https://framemark.vam.ac.uk/collections/2014GW9758/full/full/0/default.jpg,,,,Empire,"Polstring, Skjæring",74.0,1805-1810,62.0,94.0,Armstol,1800-talet,0.8363491811017751,0.7111733758519122,0.7357014327808302,5.305072512299054,0.4013470858742327
"Settee (Demay, Jean-Baptiste Bernard)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O72640_bguw.png,1805.0,"Bøk, Mahogni, Tekstil",Carved mahogany with beech seat rails; upholstered,https://collections.vam.ac.uk/item/O72640/,O72640,Paris,"Demay, Jean-Baptiste Bernard",1810.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O72640.glb,0.0,Frankrike,https://framemark.vam.ac.uk/collections/2017JU2297/full/full/0/default.jpg,,,,Empire,,135.0,1805-1810,62.0,94.0,Stol,1800-talet,0.7952972836061565,0.7134103598224357,0.4883545449259105,5.044833763698247,0.6385527513536379
"Armchair (Thonet, Gebrüder)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O72864_bguw.png,1905.0,"Bøk, Rotting","Dampbøygd bøk, beisa, med fletta sete",https://collections.vam.ac.uk/item/O72864/,O72864,Austria,"Thonet, Gebrüder",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O72864.glb,0.0,Austerrike,https://framemark.vam.ac.uk/collections/2006AP7925/full/full/0/default.jpg,,,,Wiener bentwood / Historisme,,55.5,ca. 1905,55.3,46.5,Armstol,1900-talet,0.799656057971213,0.7659410102981266,0.4776214208985745,5.926347133430356,0.0204630015842249
Chair (Unknown),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O73363_bguw.png,1780.0,"Bøk, Lær","Carved and painted beech, the seat covered in leather",https://collections.vam.ac.uk/item/O73363/,O73363,England,Unknown,1820.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O73363.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2026PM4250/full/full/0/default.jpg,,,,Empire,,53.0,ca. 1780 - ca. 1820,45.0,82.0,Stol,1700-talet,0.7902365116809108,0.6107946943774999,0.4372715523172411,5.457644983628437,0.0920904106821682
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O73594_bguw.png,1500.0,Tre,"Lakkert og skore tre, med sete av voven matte",https://collections.vam.ac.uk/item/O73594/,O73594,China,Unknown,1560.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O73594.glb,0.0,Anna,https://framemark.vam.ac.uk/collections/2006AH0836/full/full/0/default.jpg,,,,Renessanse,"Fletting, Lakkering, Skjæring",0.0,1500-1560,0.0,114.5,Stol,1600-talet,0.8286711059749758,0.6590166397652399,0.5289495342050617,5.164133993853779,0.4110996713017082
Chair (Pratt),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O73628_bguw.png,1786.0,"Bøk, Strå","Dreidd, skoren og måla bøk, som etterliknar bambus, med sete fylt med måla siv",https://collections.vam.ac.uk/item/O73628/,O73628,London,Pratt,1794.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O73628.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2026PN4296/full/full/0/default.jpg,,,,Nyklassisisme,,50.0,1786-1794,42.5,91.5,Stol,1700-talet,0.8070968922150326,0.6069487997722757,0.4829913399615045,5.356122642033169,0.1340084313723669
